Frequency,M,Station,On,Off,Language,Site,TX_Country,Days,Target,Notes,Pwr,Azi,Org_Country,Source,Date
9890000,AM,V.Korea,1630,1730,English,Kujang,"Korea, DPR",smtwtfs,ME ,u,,,N.Korea,EiBi,
9890000,AM,V.Korea,1730,1827,Arabic,Kujang,"Korea, DPR",smtwtfs,,VOK b15,200,296,,Aoki,
9890000,AM,V.Korea,1730,1830,Arabic,Kujang,"Korea, DPR",smtwtfs,ME ,u,,,N.Korea,EiBi,
9890000,AM,AWR,2100,2200,Korean,Facpi Point,Guam,smtwtfs,FE ,/GUM-a,,,USA,EiBi,
9890000,AM,KSDA,2100,2200,0,Agat,Guam,smtwtfs,"44NE,45NW                     ",,100,330,0,FCC,
9890000,AM,KSDA,2100,2200,Korean,"Agat, Guam",Guam,smtwtfs,"44NE,45NW",x207,100,330,USA,HFCC,
9890000,AM,KSDA-AWR,2100,2200,Korean,Agat,Guam,smtwtfs,,AWR b15,100,330,,Aoki,
9890000,AM,CNR1 Jammer,2200,2300,Mandarin,,China,smtwtfs,FE,,,,China,EiBi,
9890000,AM,IBB,2200,2300,Tibetan,Umm al-Rimam,Kuwait,smtwtfs,"42,43W",,250,78 ,USA,HFCC,
9890000,AM,R.Free Asia,2200,2230,Tibetan(Amdo),Kuwait,Kuwait,smtwtfs,,RFA4/IBB b15,250,78,,Aoki,
9890000,AM,R.Free Asia,2200,2300,Tibetan,Umm al-Rimam,Kuwait,smtwtfs,FE ,/KWT-i,,,USA,EiBi,
9890000,AM,R.Free Asia,2230,2300,Tibetan(Khams),Kuwait,Kuwait,smtwtfs,,RFA4/IBB b15,250,78,,Aoki,
9890000,AM,CNR,2355,200,Uighur,Lingshi,China,smtwtfs,42NW,,100,286,China,HFCC,
9890000,AM,CNR 13,2355,100,Uyghur,Lingshi (Shanxi),China,smtwtfs,CHN,L,,,China,EiBi,
9890000,AM,CNR 13,2355,157,Uyghur,Lingshi 725,China,smtwtfs,,CNR13 b15=13700,100,286,,Aoki,
9895000,AM,VoIRI,230,530,Arabic,Zahedan,Iran,smtwtfs,"38,39",ARBIC-W,500,289,Iran,HFCC,
9895000,AM,VoIRI,230,530,"Arabic ""Al-Quds TV""",Zahedan,Iran,smtwtfs,,IRIB b15,500,289,,Aoki,
9895000,AM,V.Russia,700,1000,Russian,Khabarovsk,Russ - As,smtwtfs,"43,44",,100,218,Russia,HFCC,
9895000,AM,R.Pakistan,1700,1900,Urdu/English,Islamabad,Pakistan,smtwtfs,"18SE,27-29",,250,313,Pakistan,HFCC,
9895000,AM,Babcock,1900,2000,French,Dhabayya,UAE - Dubai,smtwtfs,Eur,0,250,315,UK,BAB,
9895000,AM,Babcock Comm.,1900,2000,French,Dhabayya,UAE - Dubai,smtwtfs,27SE,,250,315,UK,HFCC,
9895000,AM,R.Taiwan Int.,1900,2000,French,Dhabbaya,UAE - Dubai,smtwtfs,WEu,/UAE,,,Taiwan,EiBi,
9895000,AM,R.Taiwan Intl,1900,2000,French,Dhabayya,UAE - Dubai,smtwtfs,,RTI b15 BAB,250,315,,Aoki,
9897200,AM,VOIRI,230,530,Arabic,Zahedan,Iran,smtwtfs,ME ,z,,,Iran,EiBi,
9900000,AM,R.Pakistan,1200,1300,Mandarin,Islamabad,Pakistan,smtwtfs,"42S,43,44S,45",,250,70 ,Pakistan,HFCC,
9900000,AM,BBC,1345,1430,Burmese,Kranji,Singapore,smtwtfs,SEA,0,250,340,UK,BAB,
9900000,AM,BBC,1345,1430,Burmese,Kranji,Singapore,smtwtfs,SEA,/SNG,,,UK,EiBi,
9900000,AM,BBC,1345,1430,Burmese,Kranji,Singapore,smtwtfs,49NW,BURMA,250,340,UK,HFCC,
9900000,AM,BBC,1345,1430,Burmese,Kranji,Singapore,smtwtfs,,BBC b15,100,340,,Aoki,
9900000,AM,BBC,1545,1615,Tamil,Kranji,Singapore,smtwtfs,SAs,0,100,270,UK,BAB,
9900000,AM,BBC,1545,1615,Tamil,Kranji,Singapore,smtwtfs,CLN,/SNG,,,UK,EiBi,
9900000,AM,BBC,1545,1615,Tamil,Kranji,Singapore,smtwtfs,41SE,TAMLA,100,270,UK,HFCC,
9900000,AM,BBC,1545,1615,Tamil,Kranji,Singapore,smtwtfs,,BBC b15,100,270,,Aoki,
9900000,AM,BBC,1630,1700,Sinhala,Kranji,Singapore,smtwtfs,SAs,0,100,270,UK,BAB,
9900000,AM,BBC,1630,1700,Sinhalese,Kranji,Singapore,smtwtfs,CLN,/SNG,,,UK,EiBi,
9900000,AM,BBC,1630,1700,Sinhala,Kranji,Singapore,smtwtfs,41SE,SINHA,100,270,UK,HFCC,
9900000,AM,BBC,1630,1700,Sinhala,Kranji,Singapore,smtwtfs,,BBC b15,100,270,,Aoki,
9900000,AM,R.Cairo,2000,2115,French,Abis,Egypt,smtwtfs,Eu ,a,,,Egypt,EiBi,
9900000,AM,R.Cairo,2000,2115,French,Abis,Egypt,smtwtfs,"27,28",,200,325,Egypt,HFCC,
9900000,AM,R.Cairo,2000,2115,French,Abu Zaabal,Egypt,smtwtfs,,ERU b15,250,315,,Aoki,
9900000,AM,R.Cairo,2115,2245,English,Abis,Egypt,smtwtfs,Eu ,a,,,Egypt,EiBi,
9900000,AM,R.Cairo,2115,2245,English,Abis,Egypt,smtwtfs,"27,28",,200,325,Egypt,HFCC,
9900000,AM,R.Cairo,2115,2245,English,Abu Zaabal,Egypt,smtwtfs,,ERU b15,250,315,,Aoki,
9900000,AM,CNR1 Jammer,2300,2400,Mandarin,,China,smtwtfs,FE,,,,China,EiBi,
9900000,AM,IBB,2300,2400,Mandarin,Saipan,No.Mariana Is,smtwtfs,"43,44",,100,310,USA,HFCC,
9900000,AM,R.Free Asia,2300,2400,Mandarin,"Agingan Pt, Saipan",No.Mariana Is,smtwtfs,FE ,/MRA-s,,,USA,EiBi,
9900000,AM,R.Free Asia,2300,2400,Chinese,Agingan Point,No.Mariana Is,smtwtfs,,RFA1/IBB b15,100,310,,Aoki,
9905000,AM,KHBN,1630,1900,0,Medorn,Palau,smtwtfs,"43,44                         ",,100,345,0,FCC,
9905000,AM,KHBN/T8BZ,1630,1900,English,"Medorn, Palau",Palau,smtwtfs,"43,44",,100,345,USA,HFCC,
9910000,AM,AIR,200,345,Pashto/Dari,Delhi,India,smtwtfs,40E,,250,312,India,HFCC,
9910000,AM,AIR,215,300,Pashto,Delhi (Kingsway),India,smtwtfs,,AIR b15,250,312,,Aoki,
9910000,AM,AIR GOS,215,300,Pashto,Delhi (Khampur),India,smtwtfs,AFG,k,,,India,EiBi,
9910000,AM,All India Radio,215,300,Pashto,Delhi (Khampur),India,smtwtfs,Afg/Pak,0,250,0,India,VU2JOS,
9910000,AM,AIR,300,345,Dari,Delhi (Kingsway),India,smtwtfs,,AIR b15,250,312,,Aoki,
9910000,AM,AIR GOS,300,345,Dari,Delhi (Khampur),India,smtwtfs,AFG,k,,,India,EiBi,
9910000,AM,All India Radio,300,345,Dari,Delhi (Khampur),India,smtwtfs,Afg/Pak,0,250,0,India,VU2JOS,
9910000,AM,KTWR,1100,1115,Mandarin,Merizo,Guam,.mtwtf.,FE ,m,,,Guam,EiBi,
9910000,AM,KTWR,1100,1130,Chinese,Agana,Guam,.mtwtf.,,KTWR b15,200,305,,Aoki,
9910000,AM,KTWR,1100,1200,0,Agana,Guam,.mtwtf.,42-44                         ,,200,305,0,FCC,
9910000,AM,TWR,1100,1200,Mandarin,"Agana, Guam",Guam,.mtwtf.,42-44,,200,305,USA,HFCC,
9910000,AM,KTWR,1115,1130,Mandarin,Merizo,Guam,.mtwtfs,FE ,m,,,Guam,EiBi,
9910000,AM,KTWR,1115,1130,Chinese,Agana,Guam,......s,,KTWR b15,200,305,,Aoki,
9910000,AM,KTWR,1115,1200,0,Agana,Guam,......s,42-44                         ,,200,305,0,FCC,
9910000,AM,TWR,1115,1200,Mandarin,"Agana, Guam",Guam,......s,42-44,,200,305,USA,HFCC,
9910000,AM,KTWR,1130,1200,0,Agana,Guam,s......,42-44                         ,,200,305,0,FCC,
9910000,AM,KTWR,1130,1227,Chinese,Agana,Guam,smtwtfs,,KTWR b15,200,305,,Aoki,
9910000,AM,KTWR,1130,1230,Mandarin,Merizo,Guam,smtwtfs,FE ,m,,,Guam,EiBi,
9910000,AM,TWR,1130,1200,Mandarin,"Agana, Guam",Guam,s......,42-44,,200,305,USA,HFCC,
9910000,AM,KTWR,1200,1230,0,Agana,Guam,smtwtfs,42-44                         ,,200,305,0,FCC,
9910000,AM,TWR,1200,1230,Mandarin,"Agana, Guam",Guam,smtwtfs,42-44,,200,305,USA,HFCC,
9910000,AM,KTWR,1230,1245,Chinese,Agana,Guam,.mtwtf.,,KTWR b15,100,308,,Aoki,
9910000,AM,KTWR,1230,1300,0,Agana,Guam,.mtwtf.,42-44                         ,,100,308,0,FCC,
9910000,AM,TWR,1230,1300,Various,"Agana, Guam",Guam,.mtwtf.,42-44,,100,308,USA,HFCC,
9910000,AM,KTWR,1245,1300,Cantonese,Agana,Guam,.mtwtf.,,KTWR b15,100,308,,Aoki,
9910000,AM,AIR,1315,1415,Dari,Delhi (Kingsway),India,smtwtfs,,AIR b15,250,312,,Aoki,
9910000,AM,AIR GOS,1315,1415,Dari,Aligarh,India,smtwtfs,AFG,a,,,India,EiBi,
9910000,AM,All India Radio,1315,1415,Dari,Panaji,India,smtwtfs,Afg/Pak,0,250,0,India,VU2JOS,
9910000,AM,KTWR,1345,1500,Korean,Merizo,Guam,smtwtfs,FE ,m,,,Guam,EiBi,
9910000,AM,KTWR,1345,1500,0,Agana,Guam,.mtwt..,44-45                         ,,100,345,0,FCC,
9910000,AM,KTWR,1345,1500,Korean,Agana,Guam,.mtwt..,,KTWR b15,100,335,,Aoki,
9910000,AM,KTWR,1345,1515,0,Agana,Guam,s....fs,44-45                         ,,100,345,0,FCC,
9910000,AM,KTWR,1345,1515,Korean,Agana,Guam,s....fs,,KTWR b15,100,335,,Aoki,
9910000,AM,TWR,1345,1500,Korean,"Agana, Guam",Guam,.mtwt..,44-45,,100,345,USA,HFCC,
9910000,AM,TWR,1345,1515,Korean,"Agana, Guam",Guam,s....fs,44-45,,100,345,USA,HFCC,
9910000,AM,AIR,1415,1530,Pashto,Delhi (Kingsway),India,smtwtfs,,AIR b15,250,312,,Aoki,
9910000,AM,AIR GOS,1415,1530,Pashto,Aligarh,India,smtwtfs,AFG,a,,,India,EiBi,
9910000,AM,All India Radio,1415,1530,Pashto,Delhi (Khampur),India,smtwtfs,Afg/Pak,0,250,0,India,VU2JOS,
9910000,AM,KTWR,1500,1515,Korean,Merizo,Guam,s....fs,FE ,m,,,Guam,EiBi,
9910000,AM,AIR,1530,1545,English,Aligarh,India,smtwtfs,AFG,a,,,India,EiBi,
9910000,AM,AIR,2030,2230,English,Aligarh,India,smtwtfs,"55,58-60",,250,132,India,HFCC,
9910000,AM,AIR,2045,2230,English,Aligarh,India,smtwtfs,,AIR b15,250,132,,Aoki,
9910000,AM,AIR GOS,2045,2230,English,Aligarh,India,smtwtfs,Oc ,a,,,India,EiBi,
9910000,AM,All India Radio,2045,2230,English,Aligarh,India,smtwtfs,ANZ,0,250,0,India,VU2JOS,
9910000,AM,AIR,2245,45,Hindi/Tamil,Aligarh,India,smtwtfs,"49,50,54",,250,132,India,HFCC,
9910000,AM,AIR,2300,2400,Hindi,Aligarh,India,smtwtfs,,AIR b15,250,132,,Aoki,
9910000,AM,AIR GOS,2300,2400,Hindi,Aligarh,India,smtwtfs,SEA,a,,,India,EiBi,
9910000,AM,All India Radio,2300,2400,Hindi,Aligarh,India,smtwtfs,E SE As,0,250,0,India,VU2JOS,
9915000,AM,BBC,600,700,English,Ascension,Ascension Is,smtwtfs,WAf,0,125,65,UK,BAB,
9915000,AM,BBC,600,700,English,Ascension,Ascension Is,smtwtfs,WAf,/ASC,,,UK,EiBi,
9915000,AM,BBC,600,700,English,Ascension,Ascension Is,smtwtfs,46,ENAFW_W,125,65 ,UK,HFCC,
9915000,AM,BBC,600,700,English,Ascension,Ascension Is,smtwtfs,,BBC b15,250,65,,Aoki,
9915000,AM,BBC,700,800,English,Ascension,Ascension Is,smtwtfs,WAf,0,125,65,UK,BAB,
9915000,AM,BBC,700,800,English,Ascension,Ascension Is,smtwtfs,WAf,/ASC,,,UK,EiBi,
9915000,AM,BBC,700,800,English,Ascension,Ascension Is,smtwtfs,46,ENAFW_W,125,65 ,UK,HFCC,
9915000,AM,BBC,700,800,English,Ascension,Ascension Is,smtwtfs,,BBC b15,250,65,,Aoki,
9915000,AM,BBC,1800,2000,English,Woofferton,England,smtwtfs,WAf,0,250,170,UK,BAB,
9915000,AM,BBC,1800,2000,English,Woofferton,England,smtwtfs,WAf,w,,,UK,EiBi,
9915000,AM,BBC,1800,2000,English,Woofferton,England,smtwtfs,46,ENAFW_W,250,170,UK,HFCC,
9915000,AM,BBC,1800,2000,English,Woofferton,England,smtwtfs,,BBC b15,250,170,,Aoki,
9915000,AM,BBC,2000,2100,English,Woofferton,England,smtwtfs,WAf,0,250,170,UK,BAB,
9915000,AM,BBC,2000,2100,English,Woofferton,England,smtwtfs,WAf,w,,,UK,EiBi,
9915000,AM,BBC,2000,2100,English,Woofferton,England,smtwtfs,46,ENAFW_W,250,170,UK,HFCC,
9915000,AM,BBC,2000,2100,English,Woofferton,England,smtwtfs,,BBC b15,250,170,,Aoki,
9915000,AM,BBC,2100,2200,English,Ascension,Ascension Is,.mtwtf.,WAf,0,250,65,UK,BAB,
9915000,AM,BBC,2100,2200,English,Ascension,Ascension Is,.mtwtf.,WAf,/ASC,,,UK,EiBi,
9915000,AM,BBC,2100,2200,English,Ascension,Ascension Is,.mtwtf.,46,ENAFW_W,250,65 ,UK,HFCC,
9915000,AM,BBC,2100,2200,English,Ascension,Ascension Is,.mtwtf.,,BBC b15,250,65,,Aoki,
9920000,AM,Far East BC Co,1200,1330,Multiple,Iba,Philippines,smtwtfs,49,B0018T,100,270,Philippines,HFCC,
9920000,AM,FEBC Manila,1200,1230,Jarai,Iba,Philippines,....tfs,SEA,i,,,Philippines,EiBi,
9920000,AM,FEBC Manila,1200,1230,Rade,Iba,Philippines,smtw...,SEA,i,,,Philippines,EiBi,
9920000,AM,FEBC Radio,1200,1230,Rade,Iba,Philippines,smtw...,,FEBC b15,100,270,,Aoki,
9920000,AM,FEBC Radio,1200,1230,Jarai,Iba,Philippines,....tfs,,FEBC b15,100,270,,Aoki,
9920000,AM,FEBC Manila,1230,1300,Bahnar,Iba,Philippines,.m.w.fs,SEA,i,,,Philippines,EiBi,
9920000,AM,FEBC Manila,1230,1300,Chrau,Iba,Philippines,s.t....,SEA,i,,,Philippines,EiBi,
9920000,AM,FEBC Manila,1230,1300,Chru,Iba,Philippines,....t.s,SEA,i,,,Philippines,EiBi,
9920000,AM,FEBC Radio,1230,1300,Hre,Iba,Philippines,s.t.t.s,,FEBC b15,100,270,,Aoki,
9920000,AM,FEBC Radio,1230,1300,Bahnar,Iba,Philippines,.m.w.f.,,FEBC b15,100,270,,Aoki,
9920000,AM,FEBC Manila,1300,1330,Bru,Iba,Philippines,....t.s,SEA,i,,,Philippines,EiBi,
9920000,AM,FEBC Manila,1300,1330,Black Tai,Iba,Philippines,.....f.,SEA,i,,,Philippines,EiBi,
9920000,AM,FEBC Manila,1300,1330,Eastern Cham,Iba,Philippines,s......,SEA,i,,,Philippines,EiBi,
9920000,AM,FEBC Manila,1300,1330,Roglai,Iba,Philippines,.m.w...,SEA,i,,,Philippines,EiBi,
9920000,AM,FEBC Manila,1300,1330,Sedang,Iba,Philippines,..t....,SEA,i,,,Philippines,EiBi,
9920000,AM,FEBC Radio,1300,1330,Koho,Iba,Philippines,smtwtfs,,FEBC b15,100,270,,Aoki,
9920000,AM,BBC,1500,1600,Urdu,Nakhon Sawan,Thailand,smtwtfs,SAs,0,250,300,UK,BAB,
9920000,AM,BBC,1500,1600,Urdu,Nakhon Sawan,Thailand,smtwtfs,SAs,/THA-n,,,UK,EiBi,
9920000,AM,BBC,1500,1600,Urdu,Nakhon Sawan,Thailand,smtwtfs,41NW,URDUA,250,300,UK,HFCC,
9920000,AM,BBC,1500,1600,Urdu,Nakhon Sawan,Thailand,smtwtfs,,BBC b15,250,300,,Aoki,
9925000,AM,Media Broadcast,0,300,Dutch/English,Nauen,Germany,s......,"2,3,4,6,7,8,9,10",X.namew,125,300,Germany,HFCC,
9925000,AM,Media Broadcast,200,400,Croatian,Nauen,Germany,smtwtfs,"2,3,4,6,7,8,9,10",X.namew,100,315,Germany,HFCC,
9925000,AM,Media Broadcast,400,500,Dutch/English,Nauen,Germany,s......,"4,8,9",X.NAM_E,125,300,Germany,HFCC,
9925000,AM,Media Broadcast,400,600,Croatian,Nauen,Germany,smtwtfs,"2,3,6,7W,10",X.313,100,325,Germany,HFCC,
9925000,AM,Philippines BC Svc,1730,1930,English,Tinang 1,Philippines,smtwtfs,"39,40",,250,283,Philippines,HFCC,
9925000,AM,R.Pilipinas,1730,1930,English,Tinang,Philippines,smtwtfs,,PBS b15,250,283,,Aoki,
9925000,AM,Radyo Pilipinas,1730,1930,English,Tinang,Philippines,smtwtfs,ME ,t,,,Philippines,EiBi,
9925000,AM,Bible Voice,1930,2015,English,Moosbrunn,Austria,s......,ME ,/AUT,,,UK,EiBi,
9925000,AM,Bible Voice BC,1930,2015,0,Sofia,Bulgaria,s......,39,,100,126,0,MBR,
9925000,AM,Bible Voice BCN,1930,2015,English,Kostinbrod(Sofia),Bulgaria,s......,,BVBN b15 MBR,100,126,,Aoki,
9925000,AM,Media Broadcast,1930,2015,Multiple,Moosbrunn,Austria,s......,39,A.B3,100,115,Germany,HFCC,
9930000,USB,Cuban Spy Numbers,554,650,Spanish,Havana,Cuba,..t.t.s,Am,,,,Cuba,EiBi,
9930000,AM,T8WH Lester Sumrall Teachings,800,830,English,Medorn,Palau,s......,,T8WH Angel3 b15,100,318,,Aoki,
9930000,AM,T8WH Music,800,815,English,Medorn,Palau,.mtwtf.,,T8WH Angel3 b15,100,318,,Aoki,
9930000,AM,T8WH Preparing For Jesus,800,900,Japanese,Medorn,Palau,......s,,T8WH Angel3 b15,100,318,,Aoki,
9930000,AM,World Harvest R.,800,900,English,Medorn,Palau,smtwtf.,FE ,/PLW,,,USA,EiBi,
9930000,AM,World Harvest R.,800,900,Japanese,Medorn,Palau,......s,FE ,/PLW,,,USA,EiBi,
9930000,AM,T8WH Voice of Praise,815,830,English,Medorn,Palau,.mtwtf.,,T8WH Angel3 b15,100,318,,Aoki,
9930000,AM,T8WH Heart to Heart,830,900,English,Medorn,Palau,s......,,T8WH Angel3 b15,100,318,,Aoki,
9930000,AM,T8WH Truth Light and Life,830,845,English,Medorn,Palau,.mtwtf.,,T8WH Angel3 b15,100,318,,Aoki,
9930000,AM,T8WH Music,845,900,English,Medorn,Palau,.mtwtf.,,T8WH Angel3 b15,100,318,,Aoki,
9930000,AM,T8WH Christian Worship Hour,900,1000,English,Medorn,Palau,s......,,T8WH Angel3 b15,100,318,,Aoki,
9930000,AM,T8WH Knowing the Word,900,915,English,Medorn,Palau,.mtwtf.,,T8WH Angel3 b15,100,318,,Aoki,
9930000,AM,T8WH MFC Worldwide,900,915,English,Medorn,Palau,......s,,T8WH Angel3 b15,100,318,,Aoki,
9930000,AM,World Harvest R.,900,1000,English,Medorn,Palau,smtwtfs,FE ,/PLW,,,USA,EiBi,
9930000,AM,T8WH Midnight Cry,915,930,English,Medorn,Palau,.mtwtf.,,T8WH Angel3 b15,100,318,,Aoki,
9930000,AM,T8WH Reaping the Harvest,915,930,English,Medorn,Palau,......s,,T8WH Angel3 b15,100,318,,Aoki,
9930000,AM,T8WH Dancing With God,930,945,English,Medorn,Palau,.....f.,,T8WH Angel3 b15,100,318,,Aoki,
9930000,AM,T8WH New Beginnings Church,930,1000,English,Medorn,Palau,......s,,T8WH Angel3 b15,100,318,,Aoki,
9930000,AM,T8WH Sound Doctrine,930,945,English,Medorn,Palau,...w...,,T8WH Angel3 b15,100,318,,Aoki,
9930000,AM,T8WH Waymaker Ministries,930,945,English,Medorn,Palau,.m..t..,,T8WH Angel3 b15,100,318,,Aoki,
9930000,AM,T8WH Zion Teacher,930,1000,English,Medorn,Palau,..t....,,T8WH Angel3 b15,100,318,,Aoki,
9930000,AM,T8WH A Visit With Adele,945,1000,English,Medorn,Palau,...w...,,T8WH Angel3 b15,100,318,,Aoki,
9930000,AM,T8WH Leasa Music,945,1000,English,Medorn,Palau,.m..tf.,,T8WH Angel3 b15,100,318,,Aoki,
9930000,AM,T8WH IRN News,1000,1015,English,Medorn,Palau,s.....s,,T8WH Angel3 b15,100,318,,Aoki,
9930000,AM,World Harvest R.,1000,1400,English,Medorn,Palau,s.....s,FE ,/PLW,,,USA,EiBi,
9930000,AM,T8WH Eagle Life Min.,1015,1030,English,Medorn,Palau,s.....s,,T8WH Angel3 b15,100,318,,Aoki,
9930000,AM,T8WH Heart to Heart,1030,1100,English,Medorn,Palau,s......,,T8WH Angel3 b15,100,318,,Aoki,
9930000,AM,T8WH Loren Davis Ministries,1030,1100,English,Medorn,Palau,......s,,T8WH Angel3 b15,100,318,,Aoki,
9930000,AM,T8WH Beacon Of Truth,1100,1130,English,Medorn,Palau,s......,,T8WH Angel3 b15,100,318,,Aoki,
9930000,AM,T8WH Faith Free Pres.Church,1100,1200,English,Medorn,Palau,......s,,T8WH Angel3 b15,100,318,,Aoki,
9930000,AM,T8WH In Christ We Live,1130,1145,English,Medorn,Palau,s......,,T8WH Angel3 b15,100,318,,Aoki,
9930000,AM,T8WH Waymaker Ministries,1145,1200,English,Medorn,Palau,s......,,T8WH Angel3 b15,100,318,,Aoki,
9930000,AM,Broadcast Belgium,1200,1230,Vietnamese,"Medorn, Palau",Palau,.....f.,"43,44,49",,100,318,Belgium,HFCC,
9930000,AM,Que Me Radio,1200,1230,Vietnamese,Medorn,Palau,.....f.,VTN,/PLW,,,Clandestine,EiBi,
9930000,AM,T8WH Jack Van Impe Presents,1200,1230,English,Medorn,Palau,s......,,T8WH Angel3 b15,100,318,,Aoki,
9930000,AM,T8WH Living The Bible,1200,1230,English,Medorn,Palau,......s,,T8WH Angel3 b15,100,318,,Aoki,
9930000,AM,T8WH Que Me,1200,1230,Vietnamese,Medorn,Palau,.....f.,,T8WH Angel3 b15 BRB,100,318,,Aoki,
9930000,AM,Eternal Good News,1230,1245,English,Medorn,Palau,s......,FE ,/PLW,,,USA,EiBi,
9930000,AM,T8WH Easy English Studies,1230,1245,English,Medorn,Palau,......s,,T8WH Angel3 b15,100,318,,Aoki,
9930000,AM,T8WH Eternal Good News,1230,1245,English,Medorn,Palau,s......,,T8WH Angel3 b15,100,318,,Aoki,
9930000,AM,T8WH A Visit With Adele,1245,1300,English,Medorn,Palau,......s,,T8WH Angel3 b15,100,318,,Aoki,
9930000,AM,T8WH Christ Gospel,1245,1300,English,Medorn,Palau,s......,,T8WH Angel3 b15,100,318,,Aoki,
9930000,AM,KHBN,1300,1430,0,Medorn,Palau,smtwtfs,43-45                         ,,100,345,0,FCC,
9930000,AM,KHBN/T8BZ,1300,1430,Mandarin/English,"Medorn, Palau",Palau,smtwtfs,43-45,,100,345,USA,HFCC,
9930000,AM,T8WH Lester Sumrall Teachings,1300,1330,English,Medorn,Palau,......s,,T8WH Angel3 b15,100,318,,Aoki,
9930000,AM,T8WH The Harvest Show,1300,1400,English,Medorn,Palau,s......,,T8WH Angel3 b15,100,318,,Aoki,
9930000,AM,T8WH Donald Raymond,1330,1345,English,Medorn,Palau,......s,,T8WH Angel3 b15,100,318,,Aoki,
9930000,AM,T8WH Music,1345,1400,English,Medorn,Palau,......s,,T8WH Angel3 b15,100,318,,Aoki,
9930000,AM,T8WH News & Music,1400,1430,English,Medorn,Palau,s......,,T8WH Angel5 b15,100,345,,Aoki,
9930000,AM,WTWW,1400,2400,0,Lebanon TN,USA,smtwtfs,11-15                         ,,100,180,0,FCC,
9930000,AM,WTWW,1400,2400,English,Lebanon TN,USA,smtwtfs,11-15,,100,180,USA,HFCC,
9930000,AM,KHBN,1430,1300,0,Medorn,Palau,smtwtfs,43-45                         ,,100,318,0,FCC,
9930000,AM,KHBN/T8BZ,1430,1300,Mandarin/English,"Medorn, Palau",Palau,smtwtfs,43-45,,100,318,USA,HFCC,
9930000,AM,CNR1 Jammer,2130,1600,Mandarin,,China,smtwtfs,CHN,,,,China,EiBi,
9930145,AM,SOH Xi Wang Zhi Sheng,1500,1600,Cantonese,?,Taiwan,smtwtfs,,SOH b15,0.1,ND,,Aoki,
9930145,AM,SOH Xi Wang Zhi Sheng,2150,1500,Chinese/Cantonese,?,Taiwan,smtwtfs,,SOH b15,0.1,ND,,Aoki,
9930200,AM,Sound of Hope,1100,1400,Mandarin, ,Taiwan,smtwtfs,FE,,,,Taiwan,EiBi,
9930200,AM,Sound of Hope,1400,1500,Mandarin, ,Taiwan,smtwtfs,FE,,,,Taiwan,EiBi,
9930200,AM,Sound of Hope,1500,1600,Cantonese, ,Taiwan,smtwtfs,FE,,,,Taiwan,EiBi,
9930200,AM,Sound of Hope,2130,2300,Mandarin, ,Taiwan,smtwtfs,FE,,,,Taiwan,EiBi,
9930200,AM,Sound of Hope,2300,1100,Mandarin, ,Taiwan,smtwtfs,FE,,,,Taiwan,EiBi,
9935000,AM,Helliniki Radiophonia,1300,455,Greek,Avlis,Greece,smtwtfs,,ERT b15,100,285,,Aoki,
9940000,AM,R.Miraya,300,600,Arabic/English,Kichinev,Moldova,smtwtfs,"47,48",,300,180,South Sudan,HFCC,
9940000,AM,AIR,645,800,Nepalese,Delhi,India,smtwtfs,"41N,42S",,100,102,India,HFCC,
9940000,AM,AIR,700,800,Nepali,Delhi (Kingsway),India,smtwtfs,,AIR b15,100,102,,Aoki,
9940000,AM,AIR GOS,700,800,Nepali,Delhi (Kingsway),India,smtwtfs,NPL,d,,,India,EiBi,
9940000,AM,All India Radio,700,800,Nepali,Delhi (Kingsway),India,smtwtfs,Nepal,0,100,0,India,VU2JOS,
9940000,AM,AIR,815,1140,Urdu,Delhi,India,smtwtfs,41N,,100,342,India,HFCC,
9940000,AM,AIR GOS,830,1130,Urdu,Delhi (Kingsway),India,smtwtfs,PAK,d,,,India,EiBi,
9940000,AM,All India Radio,830,1130,Urdu,Delhi (Kingsway),India,smtwtfs,Pakistan,0,100,0,India,VU2JOS,
9940000,AM,CNR1 Jammer,1100,1400,Mandarin,,China,smtwtfs,FE,,,,China,EiBi,
9940000,AM,IBB,1100,1400,Tibetan,Dushanbe,Tajikistan,smtwtfs,"42,43W",,200,125,USA,HFCC,
9940000,AM,R.Free Asia,1100,1200,Tibetan,Dushanbe-Yangiyul,Tajikistan,smtwtfs,,RFA4/IBB b15,200,125,,Aoki,
9940000,AM,R.Free Asia,1100,1400,Tibetan,Dushanbe,Tajikistan,smtwtfs,FE ,/TJK,,,USA,EiBi,
9940000,AM,AIR,1130,1140,Hindi,Delhi (Kingsway),India,smtwtfs,SAs,d,,,India,EiBi,
9940000,AM,All India Radio,1130,1140,HS,Delhi (Kingsway),India,smtwtfs,0,0,100,0,India,VU2JOS,
9940000,AM,AIR,1200,1315,Burmese,Bangalore,India,smtwtfs,49NW,,500,60 ,India,HFCC,
9940000,AM,R.Free Asia,1200,1230,Tibetan(Amdo),Dushanbe-Yangiyul,Tajikistan,smtwtfs,,RFA4/IBB b15,200,125,,Aoki,
9940000,AM,AIR,1215,1315,Burmese,Bengaluru,India,smtwtfs,,AIR b15,500,60,,Aoki,
9940000,AM,AIR GOS,1215,1315,Burmese,Bengaluru,India,smtwtfs,SEA,b,,,India,EiBi,
9940000,AM,All India Radio,1215,1315,Burmese,Bengaluru,India,smtwtfs,Burma,0,500,0,India,VU2JOS,
